PSG Operasyon Müdürl,PSG Operasyn mrkzi 2,Tesisat,Sipariş,ENLEM,BOYLAM,Toplam kwh ,mahalle adı,ILCE_ADI,NİTELİKLİ /NİTELİKSİZ DURUMU,Şirket Adı,Bölge Müdürlüğü,Ters Kayıt Tarihi,Oluşturma Tarihi,Tutanak Tarihi,Rapor Tarihi,Kaçak Tüketim Miktarı (kWh),Ek Tahakkuk Miktarı (kWh)
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005204609,688780743,             40.9916341668766,             29.2745918777289,"3,517",MİMAR SİNAN,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/28/2024,2/28/2024,2/28/2024,3517.02,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005204609,689602220,             40.9916341668766,             29.2745918777289,"1,413",MİMAR SİNAN,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/15/2024,4/15/2024,4/15/2024,1412.82,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005204609,690114615,             40.9916341668766,             29.2745918777289,962,MİMAR SİNAN,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/17/2024,5/17/2024,5/17/2024,961.92,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005204609,690590798,             40.9916341668766,             29.2745918777289,752,MİMAR SİNAN,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,6/11/2024,6/11/2024,6/11/2024,751.5,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005212516,689854950,             40.9889035626930,             29.2316438184957,"5,956",ABDURRAHMANGAZİ,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/26/2024,4/26/2024,4/26/2024,1720.693,4234.987
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005220258,688780745,             40.9599673322938,             29.2950862519426,"3,600",MECİDİYE,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/23/2024,2/23/2024,2/23/2024,3600,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005220258,689602264,             40.9599673322938,             29.2950862519426,"1,476",MECİDİYE,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/4/2024,4/4/2024,4/4/2024,1476,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005220258,690114670,             40.9599673322938,             29.2950862519426,"1,548",MECİDİYE,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/17/2024,5/17/2024,5/17/2024,1548,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005267270,688780753,             40.9614568915900,             29.2626650098722,"2,735",MEHMET AKİF,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/23/2024,2/23/2024,2/23/2024,2735.46,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005267270,689602265,             40.9614568915900,             29.2626650098722,"1,232",MEHMET AKİF,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/4/2024,4/4/2024,4/4/2024,1232.46,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005267270,690114689,             40.9614568915900,             29.2626650098722,"1,172",MEHMET AKİF,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/13/2024,5/13/2024,5/13/2024,1172.34,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005294457,688571269,             41.0391816086949,             29.2647768302769,"11,484",NİŞANTEPE,ÇEKMEKÖY,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/7/2024,2/6/2024,2/7/2024,5742,5742
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005331380,689571277,             40.9600219395408,             29.2901447304838,"5,400",TURGUT REİS,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/2/2024,4/2/2024,4/2/2024,300,5100
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005394610,690287858,             41.0220476704126,             29.2342106040451,"10,800",SOĞUKPINAR,ÇEKMEKÖY,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/23/2024,5/22/2024,5/23/2024,5400,5400
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005421576,688780807,             40.9707600340211,             29.2697260247798,"5,220",AHMET YESEVİ,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/26/2024,2/26/2024,2/26/2024,5220,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005445820,690010862,             41.0765492150624,             29.2511714494994,"6,431",REŞADİYE,ÇEKMEKÖY,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/10/2024,5/7/2024,5/10/2024,50.09,6380.688
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005469527,687822646,41.012879954651,29.198382161557674,"5,614",MECLİS,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/10/2024,1/8/2024,1/10/2024,5614.272,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005551792,689029375,             40.9701290665537,             29.2826278338449,"1,476",TURGUT REİS,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/5/2024,3/4/2024,3/5/2024,1476.09,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005556191,690570774,             40.9507586777685,             29.2984786358272,"2,592",AKŞEMSETTİN,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,6/12/2024,6/11/2024,6/12/2024,2592,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005581942,689776724,41.000030028,29.241745834,"3,240",ABDURRAHMANGAZİ,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/26/2024,4/19/2024,4/26/2024,3240,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005603957,689273535,             40.9683188684024,             29.2437348789350,"1,635",VEYSEL KARANİ,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/27/2024,3/26/2024,3/27/2024,384,1251.101
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005669366,689290845,             41.0112858073310,             29.2126693526275,"17,280",İNÖNÜ,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/20/2024,3/20/2024,3/20/2024,8640,8640
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005689343,687696478,             40.9704925637663,             29.2599578738721,351,ABDURRAHMANGAZİ,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/2/2024,1/2/2024,1/2/2024,350.7,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005706744,690507521,             40.9630782783400,             29.2302953085709,"2,615",AKPINAR,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,6/6/2024,6/6/2024,6/6/2024,2615.22,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005763929,689970748,             41.0404059268056,             29.2629566603294,"2,700",NİŞANTEPE,ÇEKMEKÖY,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/3/2024,5/3/2024,5/3/2024,1350,1350
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005782072,689828739,             40.9730109856268,             29.2000549212536,777,BÜYÜKBAKKALKÖY,MALTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/7/2024,4/24/2024,5/7/2024,776.94,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005788794,688780815,             40.9459088776126,             29.2947935125564,"2,796",AKŞEMSETTİN,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/23/2024,2/23/2024,2/23/2024,2795.58,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005788794,689602316,             40.9459088776126,             29.2947935125564,"1,232",AKŞEMSETTİN,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/4/2024,4/4/2024,4/4/2024,1232.46,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005788794,690114914,             40.9459088776126,             29.2947935125564,"1,202",AKŞEMSETTİN,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/14/2024,5/14/2024,5/14/2024,1202.4,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005807050,689313621,             40.9630912432181,             29.2427681276631,"4,896",VEYSEL KARANİ,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/22/2024,3/22/2024,3/22/2024,4896,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005811364,690417103,             41.0161487341667,             29.2164240333333,"75,290",ALEMDAĞ,ÇEKMEKÖY,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/30/2024,5/30/2024,5/30/2024,75289.62,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005816062,689555811,41.0083197960001,29.2276282380001,"1,620",KEMAL TÜRKLER,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/26/2024,4/18/2024,4/26/2024,1620,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005818101,688780820,             40.9852542199480,             29.2246436933345,"3,564",EYÜP SULTAN,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/22/2024,2/21/2024,2/22/2024,3564,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005818101,689602317,             40.9852542199480,             29.2246436933345,"1,944",EYÜP SULTAN,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/15/2024,4/15/2024,4/15/2024,1944,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005818101,690114963,             40.9852542199480,             29.2246436933345,"1,008",EYÜP SULTAN,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/13/2024,5/13/2024,5/13/2024,1008,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005842554,689279378,             40.9598413992049,             29.2573564448527,27,ABDURRAHMANGAZİ,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/19/2024,3/19/2024,3/19/2024,13.5,13.5
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005847958,688265736,             41.0217235214426,             29.2242537363570,216,CUMHURİYET,ÇEKMEKÖY,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/27/2024,1/25/2024,1/27/2024,216,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005851107,690545135,             40.9525525746423,             29.2872868715770,"2,735",HAMİDİYE,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,6/6/2024,6/6/2024,6/6/2024,2735.46,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005899475,688789218,             40.9787384879303,             29.2459746700052,"9,018",OSMANGAZİ,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/21/2024,2/21/2024,2/21/2024,901.8,8116.2
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005920906,687996950,             41.0166320656340,             29.2253231536072,"6,718",AYDINLAR,ÇEKMEKÖY,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/11/2024,1/3/2024,1/11/2024,1482,5236
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005984071,688581713,             41.0401853700388,             29.2665223673746,906,NİŞANTEPE,ÇEKMEKÖY,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/6/2024,2/6/2024,2/6/2024,906.4,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4005994449,689973562,             41.0391494964275,             29.2617024584983,"9,000",NİŞANTEPE,ÇEKMEKÖY,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/3/2024,5/3/2024,5/3/2024,4500,4500
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4006040132,689494821,             41.0105943624098,             29.2006882675073,"9,743",MECLİS,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/2/2024,4/1/2024,4/2/2024,267.127,9476.116
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4006046040,689265088,             41.0554924142032,             29.2465407425452,283,ÇATALMEŞE,ÇEKMEKÖY,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/26/2024,3/26/2024,3/26/2024,60,222.614
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4006058073,688181118,             41.0455048370631,             29.2372719501969,"6,814",ALEMDAĞ,ÇEKMEKÖY,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/23/2024,1/23/2024,1/23/2024,200.4,6613.2
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4006118974,688321810,             40.9579184108897,             29.2948565999533,"3,705",MECİDİYE,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/25/2024,1/24/2024,1/25/2024,2700,1005
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4006132070,690664409,             40.9627786253531,             29.2535152366218,938,ABDURRAHMANGAZİ,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,6/14/2024,6/14/2024,6/14/2024,468.9,468.9
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4006147246,690000345,             41.0325859778216,             29.2365454719269,"2,946",EKŞİOĞLU,ÇEKMEKÖY,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/7/2024,5/7/2024,5/7/2024,2945.88,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4006153190,689186997,             41.0293262732001,             29.2427119981345,"8,928",EKŞİOĞLU,ÇEKMEKÖY,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/14/2024,3/13/2024,3/14/2024,5760,3168
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4006174919,690587934,             40.9736785539058,             29.2741750527836,"9,000",AHMET YESEVİ,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,6/11/2024,6/10/2024,6/11/2024,9000,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4006214914,687800377,             41.0168369566513,             29.2330999204698,"1,680",AYDINLAR,ÇEKMEKÖY,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/15/2024,2/14/2024,2/15/2024,192,1488
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4006217166,688567360,             41.0396784519940,             29.2654489344252,"1,254",NİŞANTEPE,ÇEKMEKÖY,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/6/2024,2/6/2024,2/6/2024,1254,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4006219136,688101441,             41.0385136740371,             29.2681772465785,"10,319",NİŞANTEPE,ÇEKMEKÖY,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/16/2024,1/15/2024,1/16/2024,10319.139,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4006248066,688168241,             41.0187354183855,             29.2553606454414,"3,277",YUNUS EMRE,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/20/2024,1/19/2024,1/20/2024,3276.54,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4006344608,688780849,             40.9587184061309,             29.2630291906100,"3,312",MEHMET AKİF,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/23/2024,2/23/2024,2/23/2024,3312,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4006344608,689602359,             40.9587184061309,             29.2630291906100,"1,908",MEHMET AKİF,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/16/2024,4/16/2024,4/16/2024,1908,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4006344608,690115142,             40.9587184061309,             29.2630291906100,"1,044",MEHMET AKİF,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/15/2024,5/15/2024,5/15/2024,1044,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4009876389,688780857,             41.0094650868867,             29.2054439985786,"3,066",MECLİS,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/26/2024,2/26/2024,2/26/2024,3066.12,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4009876389,689602371,             41.0094650868867,             29.2054439985786,"1,142",MECLİS,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/4/2024,4/4/2024,4/4/2024,1142.28,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4009876389,690115189,             41.0094650868867,             29.2054439985786,"1,443",MECLİS,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/23/2024,5/22/2024,5/23/2024,1442.88,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4009897205,689027271,             41.0246907808483,             29.2201044015275,"4,759",GÜNGÖREN,ÇEKMEKÖY,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/5/2024,3/5/2024,3/5/2024,276.345,4482.93
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4009897205,689599527,             41.0246907808483,             29.2201044015275,921,GÜNGÖREN,ÇEKMEKÖY,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/5/2024,4/4/2024,4/5/2024,276.345,644.805
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4009897205,690113967,             41.0246907808483,             29.2201044015275,"1,197",GÜNGÖREN,ÇEKMEKÖY,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/13/2024,5/13/2024,5/13/2024,521.985,675.51
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4009927215,689313691,             41.0112497676088,             29.2196085534212,"4,020",ATATÜRK,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/21/2024,3/21/2024,3/21/2024,840,3180
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4009978867,688780859,             40.9459146345507,             29.2947943484322,"2,796",AKŞEMSETTİN,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/23/2024,2/23/2024,2/23/2024,2795.58,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4009978867,689602378,             40.9459146345507,             29.2947943484322,"1,232",AKŞEMSETTİN,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/4/2024,4/4/2024,4/4/2024,1232.46,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4009978867,690115190,             40.9459146345507,             29.2947943484322,"1,202",AKŞEMSETTİN,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/14/2024,5/14/2024,5/14/2024,1202.4,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4009978868,688780915,             40.9459111743928,             29.2947804949270,"2,796",AKŞEMSETTİN,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/24/2024,2/23/2024,2/24/2024,2795.58,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4009978868,689602379,             40.9459111743928,             29.2947804949270,"1,232",AKŞEMSETTİN,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/4/2024,4/4/2024,4/4/2024,1232.46,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4009978868,690115196,             40.9459111743928,             29.2947804949270,"1,202",AKŞEMSETTİN,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/14/2024,5/14/2024,5/14/2024,1202.4,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4009996099,688780916,             40.9524244343839,             29.3078644114408,"3,154",MECİDİYE,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/26/2024,2/26/2024,2/26/2024,3153.888,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4009996099,689602404,             40.9524244343839,             29.3078644114408,"1,644",MECİDİYE,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/15/2024,4/15/2024,4/15/2024,1644.048,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4009996099,690115197,             40.9524244343839,             29.3078644114408,"1,241",MECİDİYE,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/22/2024,5/22/2024,5/22/2024,1241.424,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4010053776,688780942,             40.9634960121902,             29.2735509260186,"2,766",MEHMET AKİF,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/23/2024,2/23/2024,2/23/2024,2765.52,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4010053776,689602410,             40.9634960121902,             29.2735509260186,"1,232",MEHMET AKİF,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/4/2024,4/4/2024,4/4/2024,1232.46,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4010053776,690115231,             40.9634960121902,             29.2735509260186,"1,202",MEHMET AKİF,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/14/2024,5/14/2024,5/14/2024,1202.4,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4010069098,689027275,             40.9652002123879,             29.2252040719548,"5,244",AKPINAR,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/8/2024,3/8/2024,3/8/2024,5243.616,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4010069098,689599530,             40.9652002123879,             29.2252040719548,925,AKPINAR,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/4/2024,4/4/2024,4/4/2024,925.344,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4010069098,690113968,             40.9652002123879,             29.2252040719548,"1,371",AKPINAR,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/14/2024,5/14/2024,5/14/2024,1370.88,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4010076219,690115233,             41.0262277665888,             29.2589105978937,"10,822",HİLAL,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/13/2024,5/13/2024,5/13/2024,10821.6,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4010118175,689313699,             40.9367608879402,             29.2887027255176,"2,766",ORHANGAZİ,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/22/2024,3/22/2024,3/22/2024,2765.52,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4010118176,689325107,             40.9367613069205,             29.2887071834864,"10,822",ORHANGAZİ,SULTANBEYLİ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/22/2024,3/21/2024,3/22/2024,10821.6,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4010149565,688780943,             40.9632608340318,             29.2292619534174,"4,190",AKPINAR,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/26/2024,2/26/2024,2/26/2024,4190.04,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4010149565,689602411,             40.9632608340318,             29.2292619534174,"1,546",AKPINAR,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/4/2024,4/4/2024,4/4/2024,1545.84,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4010149565,690115239,             40.9632608340318,             29.2292619534174,"1,627",AKPINAR,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/14/2024,5/14/2024,5/14/2024,1627.2,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4010195591,689844017,             41.0121909631472,             29.2101140048154,"10,462",İNÖNÜ,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/26/2024,4/25/2024,4/26/2024,902.748,9559.451
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4010250935,689912092,             41.0113441872961,             29.2503006536620,"4,306",SAFA,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/29/2024,4/29/2024,4/29/2024,4305.6,0
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4010366372,690302285,             41.0099554429269,             29.2132849869965,"8,728",İNÖNÜ,SANCAKTEPE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/24/2024,5/23/2024,5/24/2024,1148.876,7579.175
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4010401341,690636443,             41.0224440547296,             29.2346341536078,"22,810",SOĞUKPINAR,ÇEKMEKÖY,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,6/14/2024,6/12/2024,6/14/2024,11404.8,11404.8
KARADENİZ DAĞ. OP. MÜD.,SANCAKTEPE O.M.,4010415850,688191938,             41.0204804933122,             29.2156088861294,421,KİRAZLIDERE,ÇEKMEKÖY,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/30/2024,1/29/2024,1/30/2024,420.84,0
