PSG Operasyon Müdürl,PSG Operasyn mrkzi 2,Tesisat,Sipariş,ENLEM,BOYLAM,Toplam kwh ,mahalle adı,ILCE_ADI,NİTELİKLİ /NİTELİKSİZ DURUMU,Şirket Adı,Bölge Müdürlüğü,Ters Kayıt Tarihi,Oluşturma Tarihi,Tutanak Tarihi,Rapor Tarihi,Kaçak Tüketim Miktarı (kWh),Ek Tahakkuk Miktarı (kWh)
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006148222,690105992,             41.0226129535544,             29.1091342030211,"1,296",ATAKENT,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/14/2024,5/14/2024,5/14/2024,1296,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006156263,688974907,             41.0178575889835,             29.0915634597093,"2,484",NAMIK KEMAL,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/4/2024,3/4/2024,3/4/2024,2484,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006156263,689479341,             41.0178575889835,             29.0915634597093,900,NAMIK KEMAL,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/29/2024,3/29/2024,3/29/2024,900,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006156263,690062923,             41.0178575889835,             29.0915634597093,"1,476",NAMIK KEMAL,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/10/2024,5/9/2024,5/10/2024,1476,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006159406,688974972,             41.0256817122959,             29.0742808798560,"1,678",KISIKLI,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/5/2024,3/4/2024,3/5/2024,1678.35,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006186710,688115798,             40.9950292352881,             29.0891583234663,"10,800",MUSTAFA KEMAL,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/15/2024,1/13/2024,1/15/2024,5400,5400
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006187874,690628212,             41.0233490073681,             29.1003504292875,"7,578",İSTİKLAL,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,6/14/2024,6/14/2024,6/14/2024,7577.856,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006207911,688517540,             40.9992023702249,             29.0893648718555,"8,241",AŞIKVEYSEL,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/5/2024,1/28/2024,2/5/2024,69.15,8171.85
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006249012,688998445,             41.0497631165033,             29.0835249741034,"6,984",YAVUZTÜRK,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/3/2024,3/2/2024,3/3/2024,6984,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006249012,689954186,             41.0497631165033,             29.0835249741034,"2,880",YAVUZTÜRK,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/21/2024,5/21/2024,5/21/2024,2880,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006288772,688175188,             40.9858342491114,             29.0938639463609,"2,333",BARBAROS,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/30/2024,4/30/2024,4/30/2024,2332.8,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006294883,688998447,             41.0117948603689,             29.0864667080752,"5,010",CUMHURİYET,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/21/2024,3/20/2024,3/21/2024,225.45,4784.55
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006294883,689952370,             41.0117948603689,             29.0864667080752,"1,202",CUMHURİYET,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/7/2024,5/7/2024,5/7/2024,1202.4,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006306967,687499324,             41.0251026356031,             29.0986724784606,"4,781",İSTİKLAL,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/4/2024,12/18/2023,4/4/2024,4780.8,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006306967,687499324,             41.0251026356031,             29.0986724784606,"-4,781",İSTİKLAL,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,04.04.2024,12/19/2023,12/18/2023,4/4/2024,-4780.8,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006313510,688636418,             41.0142996312686,             29.0871826374939,"1,650",CUMHURİYET,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/16/2024,2/15/2024,2/16/2024,210,1440
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006313510,688998456,             41.0142996312686,             29.0871826374939,672,CUMHURİYET,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/14/2024,3/14/2024,3/14/2024,672,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006313510,689952660,             41.0142996312686,             29.0871826374939,"1,272",CUMHURİYET,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/6/2024,5/6/2024,5/6/2024,504,768
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006326157,688229518,             41.0254268089388,             29.0856765075282,"7,068",TANTAVİ,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/29/2024,1/10/2024,1/29/2024,472,6596
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006350978,688998457,             41.0282865625014,             29.0581577206532,"2,376",BURHANİYE,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/3/2024,3/2/2024,3/3/2024,2376,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006350978,689489914,             41.0282865625014,             29.0581577206532,972,BURHANİYE,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/29/2024,3/29/2024,3/29/2024,972,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006350978,689954241,             41.0282865625014,             29.0581577206532,"1,728",BURHANİYE,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/17/2024,5/16/2024,5/17/2024,1728,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006389741,687845513,             41.0043112067888,             29.0726394807568,"16,904",FETİH,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/5/2024,1/4/2024,1/5/2024,3027.6,13876.5
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4010666574,687355969,             41.0221595105976,             29.0888360027245,"2,796",NAMIK KEMAL,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/25/2024,3/23/2024,3/25/2024,2795.58,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4010666574,689953847,             41.0221595105976,             29.0888360027245,"1,323",NAMIK KEMAL,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/6/2024,5/6/2024,5/6/2024,1322.64,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4010714471,686343896,             41.0048135792557,             29.1078306649790,"30,712",FİNANSKENT,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/19/2024,3/19/2024,3/19/2024,7920,22792
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4011319178,690645208,             40.9958368554174,             29.0806323787310,"15,804",ÖRNEK,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,6/14/2024,1/30/2024,6/14/2024,1387.186,14417.234
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4011509799,689199022,             41.0192714872855,             29.1193536389619,"2,856",ARMAĞANEVLER,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/18/2024,3/18/2024,3/18/2024,2855.7,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4011876268,689182578,             40.9948092419654,             29.0888229422271,"8,367",ÖRNEK,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/15/2024,3/14/2024,3/15/2024,443.727,7923.474
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4011885436,689477235,,,"5,591",TOPAĞACI,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/1/2024,3/29/2024,4/1/2024,5591.16,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4011885436,689554786,,,601,TOPAĞACI,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/19/2024,4/18/2024,4/19/2024,601.2,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4012246741,690863966,             41.0241955285327,             29.0871509809322,"9,933",ATATÜRK,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,7/2/2024,7/1/2024,7/2/2024,9717.12,215.936
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4012477241,688891837,             41.0271879471839,             29.1041111270897,"4,636",YAMANEVLER,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/8/2024,3/6/2024,3/8/2024,1250.928,3384.864
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4012477241,690391585,             41.0271879471839,             29.1041111270897,"2,268",YAMANEVLER,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/31/2024,5/31/2024,5/31/2024,630,1638
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4012579399,688519019,,,"15,552",ATATÜRK,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/9/2024,2/7/2024,2/9/2024,15552,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4012757724,690372784,             41.0202338243835,             29.1020519379526,"1,368",İSTİKLAL,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/28/2024,5/28/2024,5/28/2024,312,1056
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4012767047,689957824,             41.0472387727350,             29.1190085839480,"1,069",İNKILAP,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/3/2024,5/2/2024,5/3/2024,1069.2,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4012981306,685958653,             41.0202820762061,             29.0756051894277,"6,480",BULGURLU,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,6/13/2024,10/30/2023,6/13/2024,6480,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4012981306,685958653,             41.0202820762061,             29.0756051894277,"-6,480",BULGURLU,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,12.06.2024,11/7/2023,10/30/2023,6/12/2024,-6480,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4013060172,688033197,,,"3,456",AŞIKVEYSEL,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/24/2024,1/9/2024,4/24/2024,3456,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4013060172,688033197,,,"10,368",AŞIKVEYSEL,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,24.04.2024,1/16/2024,1/9/2024,1/16/2024,10368,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4013060172,688033197,,,"-10,368",AŞIKVEYSEL,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,24.04.2024,1/16/2024,1/9/2024,4/24/2024,-10368,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4013069342,688536495,             41.0152926121373,             29.0912845102139,"1,131",ESENEVLER,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/5/2024,2/5/2024,2/5/2024,1131.264,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4013082642,688429154,             41.0331524466165,             29.0755860228092,"6,480",FERAH,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/2/2024,1/31/2024,2/2/2024,6480,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4013097030,688714606,,,"3,110",İSTİKLAL,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/5/2024,2/14/2024,3/5/2024,3110.4,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4013117898,689046522,,,"3,240",ATATÜRK,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/10/2024,3/5/2024,3/10/2024,3240,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4013117912,688932544,             40.9955507037342,             29.0806076232524,"2,592",ÖRNEK,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/8/2024,3/7/2024,3/8/2024,2592,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4013143394,689481716,,,"5,267",ESATPAŞA,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/2/2024,3/29/2024,4/2/2024,5266.944,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4013143476,689335092,,,"2,705",İNKİLAP,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,12.06.2024,4/2/2024,4/1/2024,4/2/2024,2705.4,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4013143476,689335092,,,"-2,705",İNKİLAP,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,12.06.2024,4/2/2024,4/1/2024,6/12/2024,-2705.4,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4013143497,689475472,             41.0118106333539,             29.0844045393169,"2,705",CUMHURİYET,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/2/2024,4/1/2024,4/2/2024,2705.4,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4013163057,689810972,,,202,BARBAROS,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/26/2024,4/25/2024,4/26/2024,201.6,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4013163063,689507605,,,622,İSTİKLAL,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,13.06.2024,4/26/2024,4/26/2024,4/26/2024,622.08,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4013163063,689507605,,,-622,İSTİKLAL,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,13.06.2024,4/26/2024,4/26/2024,6/13/2024,-622.08,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4013163070,689788293,,,"2,705",YENİSAHRA,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/26/2024,4/25/2024,4/26/2024,2705.4,0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4013196839,690445538,41.02480784196511,29.08387265708132,"6,124",KISIKLI,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,6/1/2024,5/31/2024,6/1/2024,6124.032,0
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4003921278,690557148,             41.0243368203092,             29.0141004179687,"8,290",AZİZ MAHMUT HÜDAYİ,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,6/28/2024,6/28/2024,6/28/2024,7294.848,994.752
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4004010095,689855193,             41.0247503664424,             29.0358927273874,"11,162",İCADİYE,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/26/2024,4/21/2024,4/26/2024,5733,5429
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4004070243,689953139,             41.0169395731441,             29.0205225073639,"4,920",ZEYNEP KAMİL,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/6/2024,5/4/2024,5/6/2024,480,4440
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4004216136,690620912,             41.0191961983728,             29.0351514939378,576,ALTUNİZADE,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,6/14/2024,6/14/2024,6/14/2024,576.15,0
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4004258951,690437880,             41.0170302634276,             29.0172832763318,"6,480",AHMEDİYE,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,6/3/2024,6/1/2024,6/3/2024,6480,0
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4004286319,689149398,             41.0103188616273,             29.0154027514343,"53,568",SELİMİYE,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/20/2024,3/12/2024,3/20/2024,53568,0
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4004286319,689149398,             41.0103188616273,             29.0154027514343,"267,840",SELİMİYE,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,20.03.2024,3/13/2024,3/12/2024,3/13/2024,267840,0
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4004286319,689149398,             41.0103188616273,             29.0154027514343,"-267,840",SELİMİYE,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,20.03.2024,3/13/2024,3/12/2024,3/20/2024,-267840,0
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4004408789,690495990,             41.0267261194395,             29.0163189700800,"1,830",MİMAR SİNAN,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,6/14/2024,6/13/2024,6/14/2024,1830.24,0
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4004408789,690787976,             41.0267261194395,             29.0163189700800,"1,504",MİMAR SİNAN,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,6/26/2024,6/26/2024,6/26/2024,1503.84,0
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4004490337,689353800,             41.0240666025000,             29.0428969775000,"43,286",ALTUNİZADE,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/22/2024,3/22/2024,3/22/2024,2765.52,40520.88
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4005166419,689954189,             41.0228146026834,             29.0224438538891,"3,998",MİMAR SİNAN,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/10/2024,5/9/2024,5/10/2024,3997.98,0
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4005751691,689954242,             41.0198792216178,             29.0168233941174,"6,372",AHMEDİYE,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/20/2024,5/20/2024,5/20/2024,6372,0
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4005793878,689252473,             41.0124792509049,             29.0152811285458,"2,880",SELİMİYE,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/20/2024,3/20/2024,3/20/2024,1440,1440
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4006012589,687597529,             41.0192102236707,             29.0175460087176,376,AHMEDİYE,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/8/2024,1/6/2024,1/8/2024,375.75,0
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4006247152,689695122,             41.0365587739887,             29.0340314802219,"53,719",KUZGUNCUK,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/19/2024,4/16/2024,4/19/2024,8818.761,44900.001
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4006393906,688570283,             41.0280665052923,             29.0271299307580,"30,240",SULTANTEPE,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/7/2024,2/6/2024,2/7/2024,15120,15120
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4012735848,689980852,             41.0303054442131,             29.0287081014180,"5,400",İCADİYE,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/7/2024,5/7/2024,5/7/2024,510,4890
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4013108808,688255934,,,"2,705",ACIBADEM,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/5/2024,2/24/2024,3/5/2024,2705.4,0
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4013120155,688690340,             41.0105662300000,             29.0512334300000,"14,554",ACIBADEM,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/13/2024,3/9/2024,3/13/2024,14554.08,0
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4013132801,689355191,,,"23,328",ALTUNİZADE,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/23/2024,3/22/2024,3/23/2024,23328,0
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4013143546,689519704,,,"2,705",SULTANTEPE,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/3/2024,4/2/2024,4/3/2024,2705.4,0
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4013157139,689659435,,,"1,728",AZİZ MAHMUT HÜDAİ,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/25/2024,4/18/2024,4/25/2024,1728,0
BOĞAZ DAĞ. OP. MÜD.,VANİKÖY O.M.,4003847706,688581140,41.083162917,29.083027239,"2,705",GÖZTEPE,BEYKOZ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/6/2024,2/6/2024,2/6/2024,2705.4,0
BOĞAZ DAĞ. OP. MÜD.,VANİKÖY O.M.,4003874065,688184531,             41.0963887002299,             29.0953262500614,864,RÜZGARLIBAHÇE,BEYKOZ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/17/2024,1/17/2024,1/17/2024,864,0
BOĞAZ DAĞ. OP. MÜD.,VANİKÖY O.M.,4003874065,689563680,             41.0963887002299,             29.0953262500614,"2,189",RÜZGARLIBAHÇE,BEYKOZ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/2/2024,4/2/2024,4/2/2024,2188.8,0
BOĞAZ DAĞ. OP. MÜD.,VANİKÖY O.M.,4003998492,690649820,             41.0445433482528,             29.0762669476681,"12,770",MEHMET AKİF ERSOY,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,6/27/2024,6/26/2024,6/27/2024,747.019,12022.524
BOĞAZ DAĞ. OP. MÜD.,VANİKÖY O.M.,4004000324,690781486,             41.0563891749027,             29.0770404819393,"3,014",BAHÇELİEVLER,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,6/27/2024,6/26/2024,6/27/2024,776.55,2237.891
BOĞAZ DAĞ. OP. MÜD.,VANİKÖY O.M.,4004041948,688206364,             41.0931361207635,             29.0922398095492,216,KAVACIK,BEYKOZ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/18/2024,1/17/2024,1/18/2024,216,0
BOĞAZ DAĞ. OP. MÜD.,VANİKÖY O.M.,4004046534,688962674,             41.0918003795782,             29.0928341300358,476,KAVACIK,BEYKOZ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/6/2024,3/5/2024,3/6/2024,475.776,0
BOĞAZ DAĞ. OP. MÜD.,VANİKÖY O.M.,4004046534,689844696,             41.0918003795782,             29.0928341300358,"5,200",KAVACIK,BEYKOZ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/25/2024,4/25/2024,4/25/2024,917.568,4281.984
BOĞAZ DAĞ. OP. MÜD.,VANİKÖY O.M.,4004088210,689854169,             41.0918448561539,             29.0927333758390,"5,178",KAVACIK,BEYKOZ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/25/2024,4/25/2024,4/25/2024,913.68,4263.84
BOĞAZ DAĞ. OP. MÜD.,VANİKÖY O.M.,4004151973,688894211,             41.0646092702082,             29.0852565097360,"3,456",YENİ MAHALLE,BEYKOZ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/27/2024,2/27/2024,2/27/2024,3456,0
BOĞAZ DAĞ. OP. MÜD.,VANİKÖY O.M.,4004151973,689954322,             41.0646092702082,             29.0852565097360,"2,592",YENİ MAHALLE,BEYKOZ,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/10/2024,5/9/2024,5/10/2024,2592,0
BOĞAZ DAĞ. OP. MÜD.,VANİKÖY O.M.,4004185396,688390435,             41.0450000606498,             29.0692444959525,"9,018",MEHMET AKİF ERSOY,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/29/2024,1/27/2024,1/29/2024,851.7,8166.3
BOĞAZ DAĞ. OP. MÜD.,VANİKÖY O.M.,4004245432,690063006,             41.0331954146675,             29.0623893445551,"2,465",KÜPLÜCE,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/16/2024,5/16/2024,5/16/2024,2464.92,0
BOĞAZ DAĞ. OP. MÜD.,VANİKÖY O.M.,4004366136,688974911,             41.0420171095823,             29.0654273222206,"2,952",MEHMET AKİF ERSOY,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/5/2024,3/5/2024,3/5/2024,2952,0
