PSG Operasyon Müdürl,PSG Operasyn mrkzi 2,Tesisat,Sipariş,ENLEM,BOYLAM,Toplam kwh,mahalle adı,ILCE_ADI,NİTELİKLİ /NİTELİKSİZ DURUMU,Şirket Adı,Bölge Müdürlüğü,Ters Kayıt Tarihi,Oluşturma Tarihi,Tutanak Tarihi,Rapor Tarihi,Kaçak Tüketim Miktarı (kWh),Ek Tahakkuk Miktarı (kWh)
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004384741.0,688985024.0,41.0050176616693,29.091073137364,9920,AŞIKVEYSEL,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/4/2024,3/1/2024,3/4/2024,9919.8,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004450434.0,688437483.0,40.9990816505977,29.0893648159456,8082,AŞIKVEYSEL,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/5/2024,1/28/2024,2/5/2024,60.15,8021.85
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004452798.0,690279879.0,41.019410018878,29.1009443763089,5681,İSTİKLAL,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/22/2024,5/22/2024,5/22/2024,5681.34,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004471076.0,688115418.0,41.0385248648981,29.097802380231,4208,ELMALIKENT,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/15/2024,1/13/2024,1/15/2024,4208.4,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004534685.0,687722855.0,40.9990286763696,29.0897364854171,24376,AŞIKVEYSEL,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/20/2024,1/18/2024,1/20/2024,24376.128,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004546798.0,688987392.0,40.9978573009172,29.0924339266477,10800,MUSTAFA KEMAL,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/5/2024,3/1/2024,3/5/2024,5400.0,5400.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004547837.0,689296505.0,41.0149356658136,29.0800699313748,2592,CUMHURİYET,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/20/2024,3/20/2024,3/20/2024,2592.0,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004584109.0,688649044.0,41.0530388204223,29.1063273037749,4659,TOPAĞACI,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/19/2024,2/17/2024,2/19/2024,4659.3,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004584109.0,688773682.0,41.0530388204223,29.1063273037749,992,TOPAĞACI,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/29/2024,3/28/2024,3/29/2024,991.98,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004584109.0,688773682.0,41.0530388204223,29.1063273037749,0,TOPAĞACI,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,29.03.2024,3/29/2024,3/28/2024,3/29/2024,0.0,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004588507.0,688428388.0,41.0239348364873,29.0919353616468,9526,ATATÜRK,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/2/2024,2/1/2024,2/2/2024,9525.6,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004606402.0,689505297.0,41.0033555650003,29.061298739673,1002,ÜNALAN,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/4/2024,4/4/2024,4/4/2024,50.1,951.9
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004630929.0,688380705.0,40.997798329994,29.0703265480259,8685,ÜNALAN,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/30/2024,1/29/2024,1/30/2024,270.0,8415.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004636504.0,688116026.0,41.0071926785029,29.0958945756735,1908,AŞIKVEYSEL,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/14/2024,1/13/2024,1/14/2024,1908.0,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004636504.0,689954050.0,41.0071926785029,29.0958945756735,4212,AŞIKVEYSEL,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/10/2024,5/9/2024,5/10/2024,4212.0,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004645007.0,690173841.0,41.0497638658269,29.08702018017,5056,YAVUZTÜRK,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/15/2024,5/15/2024,5/15/2024,2880.0,2176.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004661525.0,689367332.0,40.9946600801089,29.0923103755637,2700,YENİSAHRA,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/25/2024,3/23/2024,3/25/2024,150.0,2550.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004662475.0,688906404.0,40.9891265212934,29.0905932090929,14315,YENİSAHRA,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/5/2024,2/23/2024,3/5/2024,1323.6,12991.4
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004670081.0,688206024.0,41.0193281666769,29.0888827176725,9018,NAMIK KEMAL,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/19/2024,1/19/2024,1/19/2024,1528.05,7489.95
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004670081.0,688384412.0,41.0193281666769,29.0888827176725,240,NAMIK KEMAL,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/29/2024,1/26/2024,1/29/2024,240.0,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004696602.0,689558967.0,41.0075713952606,29.0842248337994,5400,ESATPAŞA,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/2/2024,4/2/2024,4/2/2024,2700.0,2700.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004735883.0,690305816.0,41.0359540103655,29.1054157809223,5400,İNKILAP,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/24/2024,5/23/2024,5/24/2024,2700.0,2700.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004754123.0,689953246.0,41.023934989761,29.0920346718855,4968,ATATÜRK,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/14/2024,5/14/2024,5/14/2024,1512.0,3456.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004760299.0,690014127.0,40.9921155203041,29.0906659726892,3290,YENİSAHRA,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/7/2024,5/6/2024,5/7/2024,1800.0,1490.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004763281.0,688012692.0,41.0247077844606,29.1026611088538,173,İSTİKLAL,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/9/2024,1/8/2024,1/9/2024,86.4,86.4
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004815787.0,690802414.0,41.0102062590008,29.120509588481,2250,SİTE,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,6/27/2024,6/27/2024,6/27/2024,1162.5,1087.5
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004830810.0,689154233.0,41.0363563325843,29.1105726772794,6890,İNKILAP,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/13/2024,3/12/2024,3/13/2024,6890.4,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004839963.0,688011094.0,41.0061838044437,29.0767421758082,10143,FETİH,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/11/2024,1/1/2024,1/11/2024,283.0,9860.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004847936.0,689954128.0,40.9965494331983,29.0771223149102,6408,ÖRNEK,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/16/2024,5/16/2024,5/16/2024,6408.0,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004897595.0,688984806.0,41.0051098440875,29.0946452243026,7200,AŞIKVEYSEL,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/4/2024,3/1/2024,3/4/2024,3600.0,3600.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004911954.0,690070742.0,41.0275277260804,29.0988909375477,3636,YAMANEVLER,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/9/2024,5/9/2024,5/9/2024,3636.0,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004933165.0,688237002.0,41.0419243668945,29.0986787000065,280800,ELMALIKENT,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/26/2024,1/19/2024,1/26/2024,140400.0,140400.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004986216.0,686994043.0,41.000660981505,29.0675325726958,4950,ÜNALAN,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/8/2024,1/8/2024,1/8/2024,4949.6832,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004986216.0,688998318.0,41.000660981505,29.0675325726958,2557,ÜNALAN,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/22/2024,3/22/2024,3/22/2024,2557.44,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004986216.0,690188086.0,41.000660981505,29.0675325726958,4657,ÜNALAN,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,6/10/2024,6/7/2024,6/10/2024,4656.96,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005012436.0,689018945.0,41.0054926684153,29.0971911096962,8758,MUSTAFA KEMAL,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/6/2024,2/29/2024,3/6/2024,254.55,8503.45
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005059627.0,688380870.0,41.0095672479178,29.0978271518511,3762,FİNANSKENT,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/29/2024,1/29/2024,1/29/2024,3762.0,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005153582.0,690215755.0,41.0245674400594,29.0984689339236,2074,İSTİKLAL,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/17/2024,5/17/2024,5/17/2024,2073.6,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005155256.0,689887478.0,40.9947224843896,29.0766766590232,5850,ÖRNEK,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/2/2024,5/2/2024,5/2/2024,600.0,5250.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005161362.0,689476950.0,41.0203868347876,29.1015332861015,11653,İSTİKLAL,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/1/2024,3/29/2024,4/1/2024,748.832,10904.574
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005171551.0,688380771.0,41.0362371969487,29.0881985316365,639,YAVUZTÜRK,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/30/2024,1/27/2024,1/30/2024,638.554,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005218862.0,688849198.0,41.0045090010075,29.0868283745921,12598,ESATPAŞA,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/23/2024,2/19/2024,2/23/2024,1055.939,11542.271
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005241519.0,689434302.0,41.0246517608448,29.0901994935591,14562,ATATÜRK,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/29/2024,3/25/2024,3/29/2024,889.9,13672.1
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005247985.0,688836991.0,41.0274730548812,29.0924829423543,20160,ATATÜRK,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/22/2024,2/21/2024,2/22/2024,20160.0,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005255074.0,689387885.0,40.999629766115,29.091976834324,2376,MUSTAFA KEMAL,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/25/2024,3/25/2024,3/25/2024,1188.0,1188.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005309776.0,686895330.0,41.0350387048523,29.1108748556511,2178,İNKILAP,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/11/2024,3/11/2024,3/11/2024,2177.64,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005309776.0,688765567.0,41.0350387048523,29.1108748556511,4925,İNKILAP,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/17/2024,2/17/2024,2/17/2024,4924.8,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005309776.0,689250137.0,41.0350387048523,29.1108748556511,1680,İNKILAP,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/25/2024,3/25/2024,3/25/2024,1679.58,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005309776.0,689953965.0,41.0350387048523,29.1108748556511,6181,İNKILAP,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/10/2024,5/10/2024,5/10/2024,6180.8544,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005324700.0,689954058.0,40.9898877590974,29.088708376814,4840,YENİSAHRA,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/6/2024,5/6/2024,5/6/2024,4839.66,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005331905.0,687810682.0,41.0492067350687,29.1175360935809,4500,İNKILAP,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/4/2024,1/3/2024,1/4/2024,2250.0,2250.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005331905.0,689287227.0,41.0492067350687,29.1175360935809,1900,İNKILAP,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/19/2024,3/19/2024,3/19/2024,1900.0,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005346151.0,689493006.0,41.0055178148499,29.0784811416035,235,FETİH,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/29/2024,3/29/2024,3/29/2024,84.4,150.8
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005355880.0,689716578.0,41.0427391255285,29.1029652656319,2772,KAZIM KARABEKİR,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/17/2024,4/16/2024,4/17/2024,1386.0,1386.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005358712.0,688229334.0,41.0254164801439,29.0856800741452,47649,TANTAVİ,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/22/2024,1/10/2024,1/22/2024,5492.576,42156.704
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005374883.0,690174765.0,41.0496796993555,29.0868685596923,5400,YAVUZTÜRK,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/15/2024,5/15/2024,5/15/2024,5400.0,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005389463.0,688877674.0,41.0094283847026,29.1181683677091,8152,SİTE,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/28/2024,2/17/2024,2/28/2024,654.578,7497.748
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005435070.0,686994344.0,41.0215219055226,29.1012933119023,4870,İSTİKLAL,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/27/2024,2/27/2024,2/27/2024,4869.72,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005435070.0,689953886.0,41.0215219055226,29.1012933119023,2345,İSTİKLAL,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/15/2024,5/15/2024,5/15/2024,2344.68,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005448760.0,688998327.0,41.0285061950946,29.0728106821402,7720,KISIKLI,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/3/2024,3/2/2024,3/3/2024,7719.624,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005448760.0,689954249.0,41.0285061950946,29.0728106821402,2651,KISIKLI,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/9/2024,5/9/2024,5/9/2024,2651.184,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005450563.0,689246740.0,41.023004541645,29.0830822117287,10800,BULGURLU,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/21/2024,3/21/2024,3/21/2024,300.0,10500.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005517432.0,689198881.0,41.0400890593785,29.0922368860384,2700,ELMALIKENT,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/15/2024,3/14/2024,3/15/2024,1350.0,1350.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005545861.0,688409973.0,40.9949980622597,29.0896003028978,5742,MUSTAFA KEMAL,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/30/2024,1/29/2024,1/30/2024,2871.0,2871.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005569283.0,690148362.0,40.9984743679459,29.0950001302954,4400,BARBAROS,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/14/2024,5/14/2024,5/14/2024,1540.4221296,2860.0131664
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005572723.0,689952847.0,41.0019446590687,29.090246955064,4284,AŞIKVEYSEL,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/9/2024,5/9/2024,5/9/2024,876.75,3406.8
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005611159.0,688215735.0,41.0116003322701,29.0949070185487,3240,ESENEVLER,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/19/2024,1/18/2024,1/19/2024,3240.0,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005631127.0,688987425.0,40.9978643383321,29.0924492439155,8179,MUSTAFA KEMAL,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/4/2024,3/1/2024,3/4/2024,5202.0,2976.7
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005676017.0,689856183.0,41.0213248346079,29.1164325035543,25362,ARMAĞANEVLER,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/26/2024,4/25/2024,4/26/2024,191.164,25170.59
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005684876.0,688998393.0,41.0256785525496,29.0742603520732,15552,KISIKLI,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/4/2024,3/2/2024,3/4/2024,15552.0,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005698968.0,687935759.0,41.0096875209022,29.065048787946,5544,KÜÇÜK ÇAMLICA,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/8/2024,1/5/2024,1/8/2024,2772.0,2772.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005756495.0,688690462.0,41.0225198151593,29.0922229974656,2772,NAMIK KEMAL,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/27/2024,2/27/2024,2/27/2024,2772.0,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005770121.0,690402598.0,41.0247354443005,29.0969731281186,9018,İSTİKLAL,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/29/2024,5/29/2024,5/29/2024,425.85,8592.15
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005818205.0,688870960.0,41.0222571295344,29.0909484672953,1787,NAMIK KEMAL,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,4/1/2024,4/1/2024,4/1/2024,1787.292,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005918349.0,688110050.0,41.0252527252576,29.085912291263,396,TANTAVİ,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/14/2024,1/12/2024,1/14/2024,198.0,198.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005923165.0,689954121.0,41.0053086522665,29.0855003443576,7875,ESATPAŞA,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/14/2024,5/14/2024,5/14/2024,7875.0,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005956277.0,690548352.0,41.0031167810379,29.0651852666358,150,ÜNALAN,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,6/11/2024,6/10/2024,6/11/2024,150.3,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005959825.0,688815909.0,40.9836351141886,29.0960719853777,202,BARBAROS,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,2/21/2024,2/20/2024,2/21/2024,201.6,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005973080.0,689953948.0,41.0233440861066,29.1064436235373,11102,ATAKENT,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/8/2024,5/7/2024,5/8/2024,11102.4,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005997131.0,688998437.0,41.0415683273426,29.0832556479646,5200,YAVUZTÜRK,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/5/2024,3/2/2024,3/5/2024,5200.38,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005997131.0,689954246.0,41.0415683273426,29.0832556479646,2164,YAVUZTÜRK,ÜSKÜDAR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/13/2024,5/13/2024,5/13/2024,2164.32,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006012428.0,689453358.0,40.9912242312768,29.0893968749934,9960,YENİSAHRA,ATAŞEHİR,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/29/2024,3/28/2024,3/29/2024,9960.0,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006025790.0,690553656.0,41.0440504073264,29.0984836218956,4284,DUMLUPINAR,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,6/7/2024,6/7/2024,6/7/2024,4284.0,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006028895.0,690645236.0,41.0248767313062,29.1160527157797,21427,YAMANEVLER,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,6/14/2024,4/19/2024,6/14/2024,1840.52,19586.72
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006046417.0,688351356.0,41.0376902727508,29.1036325463831,704,KAZIM KARABEKİR,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,1/30/2024,1/26/2024,1/30/2024,703.824,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006148222.0,690105992.0,41.0226129535544,29.1091342030211,1296,ATAKENT,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/14/2024,5/14/2024,5/14/2024,1296.0,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006156263.0,688974907.0,41.0178575889835,29.0915634597093,2484,NAMIK KEMAL,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/4/2024,3/4/2024,3/4/2024,2484.0,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006156263.0,689479341.0,41.0178575889835,29.0915634597093,900,NAMIK KEMAL,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,3/29/2024,3/29/2024,3/29/2024,900.0,0.0
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006156263.0,690062923.0,41.0178575889835,29.0915634597093,1476,NAMIK KEMAL,ÜMRANİYE,Nitelikli,AYEDAŞ,AYEDAŞ BÖL. MÜD.,,5/10/2024,5/9/2024,5/10/2024,1476.0,0.0
